¹; Run Count; Run Type; Max Thread Count; Equation Count; Error Percentage; Exception Count; Solver Type; Duration; Time Unit; 
0; 5; sequential; 1; 1000000; 0.0; 0; no_exception; 40571.19999999999708961695; us; 
0; 5; sequential; 1; 1000000; 0.0; 0; normal; 39983.59999999999854480848; us; 
0; 5; sequential; 1; 1000000; 0.0; 0; full_exception; 1466152.600000000093132257; us; 
