¹; Run Count; Run Type; Max Thread Count; Equation Count; Error Percentage; Exception Count; Solver Type; Duration; Time Unit; 
0; 5; sequential; 1; 1000000; 0.0; 0; no_exception; 39348.59999999999854480848; us; 
0; 5; sequential; 1; 1000000; 0.0; 0; normal; 39154; us; 
0; 5; sequential; 1; 1000000; 0.0; 0; full_exception; 1527478.800000000046566129; us; 
